user_id	departement	birth	order_id	order_date	total	nb_tshirts	tshirt_price	category
ce9873d43e		7/13/1988	TSG-1213357	2014-03-01 20:25:00	50.0	2	25	Hoodie
ce9873d43e		7/13/1988	TSG-1213358	2014-03-01 20:25:00	50.0	2	25	Hoodie
8fd5050607	91	12/30/1899	TSG-1213360	2014-02-24 10:08:00	19.9	1	19.9	White T-Shirt M
33255f2362	12	8/8/1965	TSG-1213367	2013-12-18 17:24:00	16.7	1	16.7	Black T-Shirt M
7fc8039462	25	11/29/1984	TSG-1213371	2013-12-17 19:19:00	32.0	1	32	Hoodie
58f9710292	13	6/13/1973	TSG-1213377	2013-12-06 22:18:00	33.4	2	16.7	Black T-Shirt M
963529910f	82	10/4/1981	TSG-1213378	2014-11-02 12:33:00	25.0	1	25	Hoodie
1ae80b6a64	92	12/30/1899	TSG-1213379	2013-12-13 00:08:00	16.7	1	16.7	Black T-Shirt F
965a7c7b3c	77	11/9/1953	TSG-1213384	2013-12-11 20:37:00	19.9	1	19.9	White T-Shirt M
34407daf40	22	12/16/1988	TSG-1213385	2014-05-28 20:18:00	16.7	1	16.7	Black T-Shirt M
02a6d96c4f	13	12/1/1950	TSG-1213392	2013-12-04 19:46:00	16.7	1	16.7	White T-Shirt F
4b75979672	74	2/6/1978	TSG-1213394	2013-12-09 16:51:00	23.9	1	23.9	Black T-Shirt F
51c415caa8	17	4/26/1987	TSG-1213396	2013-12-21 18:45:00	19.9	1	19.9	White T-Shirt M
e0398658d7	01	9/26/1971	TSG-1213402	2014-06-09 14:59:00	25.0	1	25	Hoodie
1722a87377	40	7/29/1992	TSG-1213404	2013-12-10 18:33:00	16.7	1	16.7	White T-Shirt F
f0eeb6c843	38	4/20/1976	TSG-1213407	2014-03-17 23:12:00	23.9	1	23.9	White T-Shirt M
0e08cc22bd	68	10/3/1981	TSG-1213410	2014-01-19 21:44:00	16.7	1	16.7	Black T-Shirt F
3b30e5c555	91	9/18/1941	TSG-1213416	2013-12-20 07:58:00	71.7	3	23.9	Hoodie
a0cf379375	76	5/29/1954	TSG-1213418	2014-08-27 12:59:00	16.7	1	16.7	Black T-Shirt F
0757893cee	67	12/30/1975	TSG-1213419	2013-12-03 12:29:00	16.7	1	16.7	Black T-Shirt F
cdc0518126	30	12/30/1899	TSG-1213421	2013-12-16 19:42:00	16.7	1	16.7	White T-Shirt M
c845bdd5a5	88	12/23/1977	TSG-1213426	2013-12-13 13:15:00	39.8	2	19.9	White T-Shirt M
c845bdd5a5	88	12/23/1977	TSG-1213427	2013-12-13 13:15:00	39.8	2	19.9	White T-Shirt M
1daad2c179	62	12/2/1989	TSG-1213429	2013-12-05 11:05:00	59.7	3	19.9	White T-Shirt M
93d3f6fec5	59	12/17/1959	TSG-1213434	2014-09-17 10:31:00	16.7	1	16.7	Black T-Shirt F
a39c86565c	25	3/2/1981	TSG-1213445	2013-12-14 21:22:00	32.0	1	32	Hoodie
b7d3a8c25d	59	9/5/1988	TSG-1213449	2013-12-26 13:51:00	19.9	1	19.9	White T-Shirt M
9e3704cc0b	94	7/20/1989	TSG-1213452	2014-06-07 12:26:00	19.9	1	19.9	Hoodie
a4aec43efc	94	2/27/1983	TSG-1213454	2014-06-09 21:03:00	19.9	1	19.9	Black T-Shirt M
8b7cfa55bf	78	5/16/1997	TSG-1213455	2013-12-14 14:51:00	16.7	1	16.7	White T-Shirt M
1fe97c7fa1	80	12/30/1899	TSG-1213458	2013-12-15 15:18:00	19.9	1	19.9	White T-Shirt M
ae1727924c	12	7/16/1972	TSG-1213459	2014-03-05 17:21:00	47.8	2	23.9	White T-Shirt M
7e14502212	74	4/18/1983	TSG-1213462	2014-03-03 18:22:00	19.9	1	19.9	Bk TShirt M
fe42d8a27e	62	6/30/1990	TSG-1213471	2013-12-08 19:35:00	23.9	1	23.9	Tennis Shirt
6928807a9a	06	2/27/1986	TSG-1213472	2013-12-11 13:20:00	19.9	1	19.9	Bk TShirt M
9c4b7e1a56	31	10/26/1963	TSG-1213480	2013-12-07 09:19:00	50.1	3	16.7	White T-Shirt M
9c4b7e1a56	31	10/26/1963	TSG-1213482	2013-12-07 09:19:00	50.1	3	16.7	White T-Shirt M
9c4b7e1a56	31	10/26/1963	TSG-1213485	2013-12-07 09:19:00	50.1	3	16.7	White T-Shirt M
13f2f45e2d	34	6/27/1981	TSG-1213489	2013-12-05 18:21:00	39.8	2	19.9	White T-Shirt M
56d94ea1fc	49	12/30/1899	TSG-1213490	2014-08-26 20:13:00	25.0	1	25	White T-Shirt M
3f8d9edb70	85	2/14/1967	TSG-1213492	2014-09-06 16:22:00	25.0	1	25	White T-Shirt M
d0446f0e3a	38	11/22/1977	TSG-1213494	2013-12-28 17:15:00	23.9	1	23.9	White T-Shirt M
30b04863ab	13	12/6/1989	TSG-1213498	2014-06-05 12:10:00	19.9	1	19.9	White T-Shirt F
7da632226b	70	6/6/1981	TSG-1213499	2013-12-08 19:28:00	39.8	2	19.9	Hoodie
2da887e578	59	9/1/1978	TSG-1213501	2013-12-14 14:41:00	33.4	2	16.7	Black T-Shirt M
b749b6a423	92	5/10/1952	TSG-1213504	2014-07-08 17:12:00	23.9	1	23.9	Hoodie
2a8e2530da	35	12/30/1899	TSG-1213505	2013-12-17 21:08:00	32.0	1	32	Hoodie
bc27e4ba15	49	9/9/1992	TSG-1213509	2013-11-29 21:18:00	16.7	1	16.7	White T-Shirt M
c94141e8c4	13	10/10/1976	TSG-1213521	2014-07-24 12:24:00	23.9	1	23.9	White T-Shirt M
d39effb3aa	59	11/18/1962	TSG-1213523	2013-12-27 14:36:00	25.0	1	25	Hoodie
9b4dff6d5a	68	3/30/1972	TSG-1213525	2014-09-05 13:42:00	25.0	1	25	Hoodie
5bc96b36ca	92	1/8/1966	TSG-1213528	2014-07-07 12:11:00	39.8	2	19.9	Black T-Shirt M
75d2770349		4/3/1959	TSG-1213529	2013-12-21 22:25:00	23.9	1	23.9	White T-Shirt M
120da0a910		11/26/1951	TSG-1213530	2014-10-18 17:41:00	16.7	1	16.7	Black T-Shirt F
51ad52ea88	40	8/24/1974	TSG-1213531	2013-12-11 21:02:00	33.4	2	16.7	Black T-Shirt F
5c1e3a003f	93	5/4/1994	TSG-1213533	2013-12-02 17:41:00	16.7	1	16.7	Black T-Shirt F
e7e2d614c1	69	7/2/1983	TSG-1213536	2014-07-02 16:08:00	19.9	1	19.9	White T-Shirt M
28356be83f	94	7/17/1984	TSG-1213537	2014-01-13 20:34:00	19.9	1	19.9	Black T-Shirt F
c40693ad43	34	1/28/1993	TSG-1213538	2014-07-10 18:25:00	16.7	1	16.7	White T-Shirt M
3b71588aeb	41	4/27/1951	TSG-1213539	2014-04-14 21:52:00	23.9	1	23.9	White T-Shirt M
be90b82f1c	67	10/21/1991	TSG-1213546	2014-09-07 14:36:00	25.0	1	25	Hoodie
5b4d13001c	13	12/30/1899	TSG-1213549	2013-12-16 12:34:00	19.9	1	19.9	Black T-Shirt F
542771c39c	44	6/22/1977	TSG-1213550	2014-01-14 10:43:00	16.7	1	16.7	Black T-Shirt M
f7be2745a0	78	4/4/1985	TSG-1213553	2014-01-12 07:50:00	16.7	1	16.7	Black T-Shirt M
c1fbef42e6	75	6/10/1985	TSG-1213557	2014-03-18 21:29:00	16.7	1	16.7	Black T-Shirt F
8478a961e2	89	12/30/1899	TSG-1213558	2014-06-22 21:52:00	33.4	2	16.7	White T-Shirt M
9ead2b94a6	64	11/16/1980	TSG-1213561	2014-08-19 09:40:00	16.7	1	16.7	Bk TShirt M
ed1e765798	93	12/30/1899	TSG-1213565	2014-05-26 21:08:00	16.7	1	16.7	Black T-Shirt F
ebb93c7e2f	38	4/10/1988	TSG-1213566	2014-01-22 21:10:00	16.7	1	16.7	Black T-Shirt M
b4fc7733fc	38	5/22/1978	TSG-1213569	2014-07-06 17:26:00	16.7	1	16.7	Black T-Shirt M
ba4c4df85a	34	12/30/1899	TSG-1213572	2014-06-12 10:12:00	23.9	1	23.9	Black T-Shirt F
9d9e573279	75	12/30/1899	TSG-1213582	2014-06-04 11:10:00	19.9	1	19.9	Black T-Shirt F
29a6a8e6aa	90	9/6/1958	TSG-1213583	2013-12-03 19:30:00	19.9	1	19.9	Hoodie
b49d7d16a3	76	5/7/1966	TSG-1213585	2014-08-15 18:46:00	25.0	1	25	White T-Shirt M
9bc44978ad	44	12/30/1899	TSG-1213587	2014-04-23 17:20:00	19.9	1	19.9	Hoodie
95ccfc662f	76	3/31/1965	TSG-1213588	2013-12-07 19:19:00	33.4	2	16.7	Black T-Shirt F
87f7660f6f	26	12/30/1899	TSG-1213590	2013-12-14 22:36:00	23.9	1	23.9	Hoodie
46d948808c	68	12/30/1899	TSG-1213600	2013-12-15 09:32:00	16.7	1	16.7	Black T-Shirt M
aa9100fe28	81	8/9/1973	TSG-1213602	2013-12-03 20:51:00	50.1	3	16.7	Black T-Shirt F
736508c51a	57	10/27/1991	TSG-1213603	2014-05-23 14:28:00	19.9	1	19.9	Hoodie
b6e70b52f4	31	10/5/1984	TSG-1213604	2014-01-03 04:53:00	23.9	1	23.9	White T-Shirt M
201fd92e49	83	6/6/1953	TSG-1213606	2013-12-19 17:34:00	16.7	1	16.7	Black T-Shirt M
e6ce53c2e0	30	3/30/1993	TSG-1213610	2014-02-28 17:44:00	16.7	1	16.7	Black T-Shirt M
edb79edb0f	92	11/10/1975	TSG-1213615	2014-08-05 09:32:00	19.9	1	19.9	Black T-Shirt F
155e988c02	58	12/25/1953	TSG-1213620	2014-06-17 20:58:00	25.0	1	25	White T-Shirt M
ddafdf2f6c	92	5/6/1978	TSG-1213621	2013-12-25 09:29:00	16.7	1	16.7	Black T-Shirt F
e30f93e3a9	75	3/6/1980	TSG-1213622	2014-07-02 20:08:00	19.9	1	19.9	Black T-Shirt M
2d31d2fc11	46	10/5/1990	TSG-1213625	2013-12-09 11:23:00	19.9	1	19.9	White T-Shirt M
a12de5a5a3		12/30/1899	TSG-1213626	2013-12-17 17:11:00	47.8	2	23.9	White T-Shirt F
b385087aef	89	12/30/1899	TSG-1213627	2014-04-24 15:08:00	19.9	1	19.9	Black T-Shirt F
67919d7b29	60	1/10/1960	TSG-1213628	2013-12-10 19:45:00	19.9	1	19.9	Black T-Shirt F
4c29f72b80	38	1/31/1991	TSG-1213634	2013-12-15 17:56:00	16.7	1	16.7	Black T-Shirt M
d8a117de2d	38	11/27/1963	TSG-1213635	2014-06-18 12:33:00	19.9	1	19.9	White T-Shirt M
64db9a1344	95	9/23/1992	TSG-1213637	2014-05-31 18:47:00	25.0	1	25	Tennis Shirt
5c026e8a38	65	12/24/1950	TSG-1213642	2014-11-18 15:19:00	23.9	1	23.9	White T-Shirt M
6cc0dadbff	91	11/15/1969	TSG-1213644	2014-08-05 15:59:00	16.7	1	16.7	Black T-Shirt F
733bb1438a	29	9/4/1985	TSG-1213648	2014-05-14 10:00:00	16.7	1	16.7	Bk TShirt M
59fae8d38e	64	7/14/1987	TSG-1213654	2014-02-11 12:35:00	16.7	1	16.7	White T-Shirt M
42abc49049	22	3/17/1984	TSG-1213657	2013-12-08 09:46:00	19.9	1	19.9	White T-Shirt F
6a12d7ebc2	38	9/23/1980	TSG-1213659	2013-12-14 14:16:00	32.0	1	32	Hoodie
9142292d5c	64	5/4/1962	TSG-1213666	2013-12-06 18:47:00	23.9	1	23.9	Black T-Shirt F
f131f3d52b	62	12/14/1962	TSG-1213670	2014-04-19 17:31:00	23.9	1	23.9	Hoodie
d41c5aabe5	28	12/30/1899	TSG-1213675	2014-05-11 16:49:00	25.0	1	25	Tennis Shirt
947cab5400	43	12/30/1899	TSG-1213680	2013-12-08 23:27:00	16.7	1	16.7	Black T-Shirt M
269dfb5782	77	2/22/1966	TSG-1213683	2013-12-10 23:13:00	19.9	1	19.9	White T-Shirt M
91f8564a43	74	12/30/1899	TSG-1213688	2014-04-10 10:37:00	39.8	2	19.9	Hoodie
f77a8bc59c	44	11/22/1949	TSG-1213689	2013-12-12 12:40:00	23.9	1	23.9	Black T-Shirt F
e12e54b89d	95	12/9/1980	TSG-1213690	2014-03-11 13:11:00	16.7	1	16.7	White T-Shirt M
385881244b	33	3/27/1969	TSG-1213693	2013-12-09 20:25:00	79.6	4	19.9	Hoodie
385881244b	33	3/27/1969	TSG-1213695	2013-12-09 20:25:00	79.6	4	19.9	Hoodie
0c8dddc699	91	5/22/1965	TSG-1213696	2013-12-21 17:36:00	19.9	1	19.9	Black T-Shirt M
c6bf535419	88	9/19/1949	TSG-1213698	2013-12-12 08:26:00	23.9	1	23.9	White T-Shirt M
ec20ec8e34	75	5/10/1992	TSG-1213706	2014-05-22 17:16:00	16.7	1	16.7	Black T-Shirt M
11ceaad20b	44	12/30/1899	TSG-1213715	2013-11-29 09:38:00	33.4	2	16.7	White T-Shirt M
cea8e2463b	31	8/23/1975	TSG-1213716	2014-01-03 23:17:00	16.7	1	16.7	Black T-Shirt M
f4b45f407d	73	7/13/1982	TSG-1213718	2014-01-05 10:47:00	19.9	1	19.9	Black T-Shirt F
d07e2ef99f	75	9/14/1974	TSG-1213719	2014-01-05 14:02:00	16.7	1	16.7	Black T-Shirt M
6310d4bf0f	13	5/13/1983	TSG-1213722	2013-12-21 14:26:00	33.4	2	16.7	Black T-Shirt F
beaff86d70	75	10/21/1984	TSG-1213725	2013-12-13 15:51:00	19.9	1	19.9	Hoodie
f8a9823cca	75	12/30/1899	TSG-1213731	2013-12-04 18:08:00	19.9	1	19.9	White T-Shirt M
3037b7230c	75	12/30/1899	TSG-1213732	2014-01-03 22:19:00	16.7	1	16.7	Black T-Shirt M
d31b859042	56	2/14/1956	TSG-1213733	2014-03-24 10:52:00	25.0	1	25	Hoodie
c59f5dfeab	90	9/10/1980	TSG-1213737	2013-12-16 15:50:00	19.9	1	19.9	White T-Shirt M
6bb97d2d25	27	7/30/1982	TSG-1213739	2013-12-06 10:47:00	23.9	1	23.9	White T-Shirt M
e4989a6a98		3/18/1982	TSG-1213741	2013-12-16 05:15:00	19.9	1	19.9	Hoodie
7af3bbd2b9	54	3/3/1983	TSG-1213745	2013-12-07 13:56:00	25.0	1	25	Tennis Shirt
f89983124a	69	5/27/1987	TSG-1213752	2013-12-21 19:25:00	23.9	1	23.9	White T-Shirt M
e00d162211	67	7/7/1982	TSG-1213755	2014-05-12 12:04:00	25.0	1	25	Hoodie
cfb9dda599	03	7/19/1966	TSG-1213760	2013-12-09 14:32:00	23.9	1	23.9	Hoodie
21832ae931	80	10/24/1974	TSG-1213768	2013-12-29 15:31:00	25.0	1	25	Hoodie
549b002c71	91	6/13/1984	TSG-1213770	2014-06-27 22:44:00	19.9	1	19.9	Black T-Shirt M
dccfed6e97	51	6/9/1984	TSG-1213772	2014-06-17 19:40:00	23.9	1	23.9	Tennis Shirt
4faa9965a2	94	9/2/1989	TSG-1213773	2013-12-14 00:39:00	23.9	1	23.9	White T-Shirt M
6ba0a7487b	91	5/18/1983	TSG-1213776	2013-12-31 16:59:00	23.9	1	23.9	White T-Shirt M
fc99390ad0	78	6/15/1971	TSG-1213777	2013-12-10 22:24:00	39.8	2	19.9	White T-Shirt M
e73207ff88	07	7/12/1955	TSG-1213779	2013-12-10 11:51:00	25.0	1	25	Tennis Shirt
43589f2b40	85	12/30/1899	TSG-1213781	2014-09-22 16:58:00	16.7	1	16.7	White T-Shirt F
cb01b660df	50	6/18/1988	TSG-1213784	2013-12-05 09:36:00	19.9	1	19.9	White T-Shirt M
7ed7ae33ba	02	8/25/1978	TSG-1213787	2013-12-08 12:37:00	16.7	1	16.7	Black T-Shirt F
1e1d49829f	43	12/30/1899	TSG-1213788	2013-12-03 19:10:00	16.7	1	16.7	White T-Shirt F
9e2235989c	90	4/21/1988	TSG-1213793	2013-12-14 21:34:00	23.9	1	23.9	Black T-Shirt F
e077154379	62	8/4/1976	TSG-1213795	2013-12-07 22:01:00	25.0	1	25	Hoodie
6fd91c8986	57	4/23/1983	TSG-1213796	2013-12-18 20:47:00	19.9	1	19.9	White T-Shirt M
72de710a0b	69	12/28/1985	TSG-1213798	2014-10-29 16:57:00	50.0	2	25	Hoodie
fb2b6cfa94	31	12/30/1899	TSG-1213800	2013-12-21 16:39:00	16.7	1	16.7	White T-Shirt M
a9556ebe55	13	4/4/1973	TSG-1213802	2014-06-12 18:21:00	16.7	1	16.7	White T-Shirt M
5ad327172f	21	1/19/1985	TSG-1213803	2013-12-01 20:52:00	23.9	1	23.9	White T-Shirt M
e597b3f52a	56	8/24/1988	TSG-1213805	2013-12-14 14:20:00	59.7	3	19.9	Hoodie
0f3fe3e4ba	78	12/30/1899	TSG-1213813	2013-12-21 19:36:00	16.7	1	16.7	Black T-Shirt M
fc454d82a3	30	1/27/1974	TSG-1213817	2013-12-14 03:15:00	23.9	1	23.9	White T-Shirt M
c38f6622e1	94	5/26/1984	TSG-1213818	2014-05-05 09:33:00	16.7	1	16.7	Black T-Shirt M
8c61b1d898	38	4/15/1982	TSG-1213819	2014-03-21 17:54:00	19.9	1	19.9	White T-Shirt M
a44c8b9232	39	2/2/1987	TSG-1213823	2014-05-23 13:22:00	19.9	1	19.9	Black T-Shirt M
da91adc253	42	6/10/1974	TSG-1213825	2014-01-23 11:45:00	16.7	1	16.7	Black T-Shirt F
056effa3bb	62	9/25/1977	TSG-1213827	2013-12-12 23:46:00	47.8	2	23.9	Hoodie
25991e49cf	78	11/5/1991	TSG-1213831	2013-12-02 20:45:00	23.9	1	23.9	White T-Shirt F
c3c834d3df	31	2/26/1972	TSG-1213837	2014-07-29 09:22:00	39.8	2	19.9	Black T-Shirt F
c66dce0ec8	56	3/7/1986	TSG-1213842	2014-01-15 11:58:00	23.9	1	23.9	Black T-Shirt F
bbacf43e49	78	6/26/1971	TSG-1213843	2014-05-23 11:44:00	39.8	2	19.9	Bk TShirt M
bbacf43e49	78	6/26/1971	TSG-1213844	2014-05-23 11:44:00	39.8	2	19.9	Black T-Shirt M
b400032ded	44	9/23/1984	TSG-1213859	2014-05-18 18:40:00	23.9	1	23.9	White T-Shirt M
0e464d7920	35	2/1/1983	TSG-1213863	2013-12-21 14:16:00	19.9	1	19.9	Hoodie
591003f7ce	74	4/4/1998	TSG-1213865	2014-06-07 09:11:00	25.0	1	25	Hoodie
31b010d84d	55	6/5/1980	TSG-1213867	2014-08-10 15:17:00	16.7	1	16.7	Black T-Shirt M
85a9893b33	15	8/27/1989	TSG-1213877	2013-12-09 17:27:00	25.0	1	25	Hoodie
07e7fc41e4	03	7/27/1979	TSG-1213886	2014-05-18 22:08:00	19.9	1	19.9	White T-Shirt M
a860e2afc1	69	9/14/1984	TSG-1213891	2014-05-07 17:02:00	19.9	1	19.9	White T-Shirt M
84c2383d3a	40	12/30/1899	TSG-1213904	2014-06-06 16:15:00	19.9	1	19.9	White T-Shirt F
f8579f15ef	57	5/10/1956	TSG-1213912	2013-12-31 15:35:00	39.8	2	19.9	Black T-Shirt M
6a64c99870	06	2/19/1950	TSG-1213914	2013-12-11 12:56:00	25.0	1	25	Hoodie
17783d84e2	70	6/2/1969	TSG-1213916	2014-08-18 23:02:00	19.9	1	19.9	White T-Shirt F
f164519a24	31	6/13/1982	TSG-1213917	2013-12-15 08:48:00	19.9	1	19.9	White T-Shirt M
98ef0fa92d	87	5/20/1967	TSG-1213918	2014-07-04 15:03:00	32.0	1	32	Hoodie
4620c8b03d	37	12/31/1984	TSG-1213919	2014-04-07 21:17:00	16.7	1	16.7	Black T-Shirt M
af3d0835bc	41	3/7/1984	TSG-1213929	2013-12-21 12:15:00	19.9	1	19.9	Hoodie
6f0cc16921	77	4/8/1982	TSG-1213933	2014-08-19 11:02:00	16.7	1	16.7	Black T-Shirt F
0718539849	57	2/8/1987	TSG-1213937	2013-12-21 17:12:00	25.0	1	25	Tennis Shirt
ed43d1b52b	44	12/30/1899	TSG-1213938	2014-09-04 18:38:00	23.9	1	23.9	Hoodie
c860c48aca	33	2/2/1961	TSG-1213940	2014-01-21 18:25:00	39.8	2	19.9	White T-Shirt M
ce4336ef35	75	3/26/1957	TSG-1213944	2013-12-13 11:12:00	25.0	1	25	Hoodie
86dc692cb4	46	9/14/1963	TSG-1213951	2013-11-28 16:30:00	19.9	1	19.9	Hoodie
7025e76900	44	10/21/1992	TSG-1213952	2013-12-06 15:34:00	16.7	1	16.7	White T-Shirt F
9d0ce1bfa3	74	12/1/1950	TSG-1213957	2014-05-20 09:49:00	19.9	1	19.9	Black T-Shirt M
08baf47d79	93	8/9/1958	TSG-1213967	2014-02-16 20:14:00	16.7	1	16.7	Black T-Shirt M
8ffb8fd5d8	60	5/11/1989	TSG-1213972	2013-12-12 06:31:00	19.9	1	19.9	Hoodie
56d6e5774a	24	8/29/1978	TSG-1213977	2014-01-31 20:17:00	16.7	1	16.7	White T-Shirt M
fd253a5652	84	12/30/1899	TSG-1213982	2013-12-03 15:20:00	16.7	1	16.7	Black T-Shirt F
77ce757937	92	7/13/1966	TSG-1213983	2014-06-19 17:25:00	16.7	1	16.7	Bk TShirt M
e9d04d7bd6	91	2/9/1971	TSG-1213984	2014-05-19 19:25:00	16.7	1	16.7	Black T-Shirt F
035bb06167	22	9/19/1983	TSG-1213985	2013-12-17 14:55:00	19.9	1	19.9	Hoodie
b36efc54d7	74	2/26/1985	TSG-1213986	2014-02-26 11:03:00	16.7	1	16.7	White T-Shirt F
80c38dbca4	74	3/23/1983	TSG-1213994	2014-06-29 20:50:00	23.9	1	23.9	Hoodie
d07795c47e	76	7/5/1982	TSG-1213996	2014-08-19 18:27:00	16.7	1	16.7	White T-Shirt F
4e8ae1bd02	78	2/2/1978	TSG-1213998	2013-12-04 20:10:00	25.0	1	25	White T-Shirt M
ca7f9f8ca6	22	12/30/1899	TSG-1213999	2014-04-30 11:22:00	25.0	1	25	Hoodie
fe2985a03b	86	4/18/1957	TSG-1214000	2014-06-12 11:10:00	23.9	1	23.9	White T-Shirt F
31adfa54b0	87	11/5/1981	TSG-1214001	2013-12-22 08:58:00	16.7	1	16.7	Black T-Shirt M
77ab05266b	06	6/11/1983	TSG-1214005	2013-12-17 10:05:00	19.9	1	19.9	White T-Shirt M
ff9786b839	38	7/22/1993	TSG-1214007	2013-12-13 12:19:00	19.9	1	19.9	Hoodie
3346866a42	06	3/22/1969	TSG-1214011	2014-06-15 19:36:00	25.0	1	25	Hoodie
102fe11a35	67	5/4/1982	TSG-1214012	2013-12-14 23:03:00	19.9	1	19.9	Hoodie
3a33e7d285		8/20/1980	TSG-1214014	2014-07-06 17:18:00	25.0	1	25	Tennis Shirt
97d428c725	51	12/30/1899	TSG-1214020	2013-12-06 19:30:00	16.7	1	16.7	Black T-Shirt F
4d2acd29a7	56	6/3/1993	TSG-1214025	2013-12-04 13:30:00	16.7	1	16.7	Black T-Shirt M
19372b1970	31	12/3/1974	TSG-1214027	2014-04-26 10:26:00	19.9	1	19.9	Black T-Shirt M
880f91d978	90	7/23/1981	TSG-1214028	2013-11-30 15:10:00	16.7	1	16.7	Bk TShirt M
7d4f449d14	44	6/12/1968	TSG-1214035	2014-11-18 12:06:00	50.1	3	16.7	Black T-Shirt M
7d4f449d14	44	6/12/1968	TSG-1214036	2014-11-18 12:06:00	50.1	3	16.7	Black T-Shirt M
a25e0aa954	06	2/5/1971	TSG-1214037	2014-09-20 17:14:00	66.8	4	16.7	Black T-Shirt F
8284344714	63	1/17/1958	TSG-1214039	2014-02-06 23:31:00	19.9	1	19.9	White T-Shirt M
3452d0c9e2	30	4/15/1961	TSG-1214040	2014-03-13 13:28:00	23.9	1	23.9	Hoodie
b6a3d6bbb5	38	4/29/1992	TSG-1214042	2014-10-01 18:52:00	23.9	1	23.9	White T-Shirt M
2c9641bd03	33	2/9/1976	TSG-1214044	2013-12-06 18:49:00	23.9	1	23.9	Hoodie
61cd477c51	69	10/30/1962	TSG-1214047	2014-02-12 19:31:00	39.8	2	19.9	Black T-Shirt M
8c8fa92532	57	1/17/1994	TSG-1214049	2013-12-10 17:41:00	16.7	1	16.7	Black T-Shirt F
10be7d91fa	78	12/17/1976	TSG-1214054	2014-09-08 11:03:00	25.0	1	25	Hoodie
ceebd66d94	44	6/28/1976	TSG-1214058	2013-12-04 09:45:00	16.7	1	16.7	White T-Shirt M
66ebffc91b	29	1/11/1962	TSG-1214059	2014-09-30 11:34:00	19.9	1	19.9	Hoodie
c240b36881	27	6/23/1944	TSG-1214060	2013-12-08 12:54:00	19.9	1	19.9	Black T-Shirt M
e5182f334f	24	2/14/1978	TSG-1214062	2014-02-11 12:11:00	19.9	1	19.9	White T-Shirt M
eefabd8aa1	69	8/12/1970	TSG-1214064	2014-02-03 14:47:00	23.9	1	23.9	Tennis Shirt
e09701a44f	77	12/30/1899	TSG-1214070	2014-09-14 11:30:00	19.9	1	19.9	White T-Shirt M
61b08c095c	92	12/30/1899	TSG-1214071	2013-12-21 12:37:00	25.0	1	25	Hoodie
4f56bb590d	93	11/13/1971	TSG-1214073	2014-04-17 19:21:00	16.7	1	16.7	Black T-Shirt M
1d1b0f60a5	49	12/30/1899	TSG-1214074	2014-06-10 17:00:00	16.7	1	16.7	White T-Shirt F
d2cfc15573	75	12/30/1899	TSG-1214075	2013-12-02 09:19:00	19.9	1	19.9	Black T-Shirt F
47d767435c	61	12/30/1899	TSG-1214076	2013-12-11 21:34:00	19.9	1	19.9	Hoodie
6228dcc13d	75	12/30/1899	TSG-1214084	2014-07-05 22:56:00	32.0	1	32	Hoodie
0140a97203	78	12/30/1899	TSG-1214085	2014-08-20 14:53:00	16.7	1	16.7	Black T-Shirt F
28e2ce7fa7	31	11/3/1981	TSG-1214086	2014-01-15 21:15:00	19.9	1	19.9	Hoodie
4d7ae28a05	40	12/11/1947	TSG-1214090	2014-08-19 17:36:00	23.9	1	23.9	Black T-Shirt F
c8fab073e0	38	7/4/1976	TSG-1214091	2013-12-07 21:58:00	16.7	1	16.7	Black T-Shirt M
91b26a4cce	06	9/27/1981	TSG-1214099	2014-05-04 22:37:00	16.7	1	16.7	Black T-Shirt M
4f03b770e1	93	8/11/1993	TSG-1214102	2014-07-02 18:36:00	16.7	1	16.7	Black T-Shirt F
2ff945c62d	92	10/25/1984	TSG-1214103	2014-08-23 00:19:00	39.9	1	39.9	Hoodie
988ef4c385	75	5/15/1983	TSG-1214109	2014-02-26 00:45:00	19.9	1	19.9	Black T-Shirt M
50767763e0	13	6/6/1978	TSG-1214114	2013-12-12 18:14:00	25.0	1	25	Tennis Shirt
d926732d46	33	1/27/1975	TSG-1214118	2013-12-18 22:45:00	16.7	1	16.7	Black T-Shirt F
1794a3772a	06	11/8/1966	TSG-1214120	2013-12-30 22:25:00	19.9	1	19.9	Black T-Shirt M
35ef5d3ffc	69	12/30/1899	TSG-1214122	2014-07-04 22:03:00	16.7	1	16.7	Black T-Shirt F
8b9be67a75	78	6/28/1981	TSG-1214124	2013-12-06 14:33:00	19.9	1	19.9	Black T-Shirt F
437c26bdb7	67	7/3/1982	TSG-1214127	2014-09-26 09:11:00	16.7	1	16.7	Black T-Shirt F
19bc20451e	63	2/23/1971	TSG-1214129	2014-07-27 22:50:00	16.7	1	16.7	Black T-Shirt M
3081aba3bb	95	12/30/1899	TSG-1214130	2014-05-23 13:03:00	19.9	1	19.9	Black T-Shirt M
b28e189f91	49	5/7/1981	TSG-1214132	2013-12-16 10:37:00	32.0	1	32	Hoodie
04648a5757	85	12/25/1965	TSG-1214139	2014-02-06 12:38:00	19.9	1	19.9	White T-Shirt M
fdb3ad41e1	91	2/13/1989	TSG-1214140	2013-12-22 15:50:00	19.9	1	19.9	White T-Shirt M
6eb76b70de	39	1/26/1983	TSG-1214141	2014-06-24 19:36:00	16.7	1	16.7	Black T-Shirt F
